id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name
20821828,Wed Feb 27 2019 10:48:58 GMT-0500 (EST),2019-02-27,2019-02-27 15:48:58 UTC,Eastern Time (US & Canada),105391,jtuttle,2019-02-28 04:23:08 UTC,2019-03-13 14:58:38 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/20821828,https://static.inaturalist.org/photos/32116317/medium.jpg?1551327795,,"",,2,0,false,3,"Anza-Borrego Desert State Park, Borrego Springs, CA, US",33.3588,-116.3926783333,5,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
20865917,2019/02/24 5:13 PM PST,2019-02-24,2019-02-25 01:13:00 UTC,Pacific Time (US & Canada),10285,finatic,2019-03-02 01:29:06 UTC,2019-03-09 06:04:13 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/20865917,https://static.inaturalist.org/photos/32192546/medium.jpg?1551489941,,Bees and Allies (Superfamily Apoidea),"Imperial County, California, US",2,0,false,,Ocotillo,32.7438083333,-115.9788,,,,false,,,,Imperial,California,United States,California,Imperial,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
20883098,2019/02/20 11:17 AM PST,2019-02-20,2019-02-20 19:17:00 UTC,Pacific Time (US & Canada),2991,sea-kangaroo,2019-03-02 18:20:24 UTC,2019-03-13 14:58:20 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/20883098,https://static.inaturalist.org/photos/32221762/medium.jpeg?1551550656,,"bee, beetle, desert gold, flower, black, green, yellow",In Desert Gold with a beetle.,2,0,false,,"Anza-Borrego Desert State Park, California, USA",33.30788,-116.212795,10,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
20883099,2019/02/20 11:18 AM PST,2019-02-20,2019-02-20 19:18:00 UTC,Pacific Time (US & Canada),2991,sea-kangaroo,2019-03-02 18:20:27 UTC,2019-03-13 14:58:06 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/20883099,https://static.inaturalist.org/photos/32221768/medium.jpeg?1551550662,,"bee, flower, black, green, yellow",,2,0,false,,"Anza-Borrego Desert State Park, California, USA",33.30785,-116.21282,10,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
20883100,2019/02/20 11:10 AM PST,2019-02-20,2019-02-20 19:10:00 UTC,Pacific Time (US & Canada),2991,sea-kangaroo,2019-03-02 18:20:28 UTC,2019-03-13 14:57:54 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/20883100,https://static.inaturalist.org/photos/32221867/medium.jpeg?1551550782,,"bee, desert gold, flower, black, green, yellow",In Desert Gold.,2,0,false,,"Anza-Borrego Desert State Park, California, USA",33.30764,-116.21316,10,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
20886205,Sat Mar 02 2019 09:08:39 GMT-0800 (PST),2019-03-02,2019-03-02 17:08:39 UTC,Pacific Time (US & Canada),604508,bregnier,2019-03-02 19:59:01 UTC,2019-03-13 14:57:36 UTC,needs_id,,https://www.inaturalist.org/observations/20886205,https://static.inaturalist.org/photos/32226814/medium.jpg?1551556755,,"",,2,0,false,3,"Anza-Borrego Desert State Park, Borrego Springs, CA, US",33.30743,-116.213105,32,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
20912068,Sun Mar 03 2019 07:53:28 GMT-0800 (PST),2019-03-03,2019-03-03 15:53:28 UTC,Pacific Time (US & Canada),524254,emily474,2019-03-03 15:54:10 UTC,2019-03-05 06:17:00 UTC,needs_id,,https://www.inaturalist.org/observations/20912068,https://static.inaturalist.org/photos/32273711/medium.jpg?1551628452,,"",Bee,2,0,false,3,"92231, Calexico, CA, US",32.6353099756,-115.8910540772,5,,,false,,,,Imperial,California,United States,California,Imperial,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
20912192,Tue Feb 26 2019 10:42:28 GMT-0800 (PST),2019-02-26,2019-02-26 18:42:28 UTC,Pacific Time (US & Canada),1506450,camblanch,2019-03-03 16:00:21 UTC,2019-03-13 15:38:56 UTC,needs_id,,https://www.inaturalist.org/observations/20912192,https://static.inaturalist.org/photos/32273960/medium.jpg?1551628862,,"",,2,0,false,3,"Anza-Borrego Desert State Park, Borrego Springs, CA, US",33.1455982751,-116.1182111371,24,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
20948773,Sun Mar 03 2019 07:56:27 GMT-0800 (PST),2019-03-03,2019-03-03 15:56:27 UTC,Pacific Time (US & Canada),246499,sulavanderplank,2019-03-04 18:34:28 UTC,2019-03-06 05:50:30 UTC,needs_id,,https://www.inaturalist.org/observations/20948773,https://static.inaturalist.org/photos/32340323/medium.jpg?1551724480,,"",,2,0,false,3,"92231, Calexico, CA, US",32.6354116667,-115.89132,663,,,false,,,,Imperial,California,United States,California,Imperial,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
20954695,Sun Mar 03 2019 08:47:55 GMT-0800 (PST),2019-03-03,2019-03-03 16:47:55 UTC,Pacific Time (US & Canada),13979,robberfly,2019-03-04 22:37:48 UTC,2019-03-13 14:56:46 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/20954695,https://static.inaturalist.org/photos/32350775/medium.jpeg?1551739202,,"","",2,0,false,3,"Anza-Borrego Desert State Park, Borrego Springs, CA, US",33.2849366667,-116.1530083333,5,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
20957350,2019/03/03 8:54 AM PST,2019-03-03,2019-03-03 16:54:00 UTC,Pacific Time (US & Canada),28,tiwane,2019-03-05 00:10:33 UTC,2019-03-13 14:56:28 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/20957350,https://static.inaturalist.org/photos/32355639/medium.jpg?1551744483,,"",,2,0,false,,"San Diego County, CA, USA",33.28386,-116.1527433333,,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
20958486,2019/03/03 9:07 AM PST,2019-03-03,2019-03-03 17:07:00 UTC,Pacific Time (US & Canada),28,tiwane,2019-03-05 00:56:30 UTC,2019-03-13 15:36:29 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/20958486,https://static.inaturalist.org/photos/32357446/medium.jpg?1551747144,,"",,2,0,false,,"San Diego County, CA, USA",33.284045,-116.1523483333,,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
20965775,2019/03/03 9:53 AM PST,2019-03-03,2019-03-03 17:53:00 UTC,Pacific Time (US & Canada),28,tiwane,2019-03-05 07:19:32 UTC,2019-03-13 14:55:34 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/20965775,https://static.inaturalist.org/photos/32371045/medium.jpg?1551770100,,"san diego county, anza-borrego state park, anza-borrego, desert",,2,0,false,,"Anza-Borrego Desert, San Diego, California, United States",33.3075333333,-116.2130416667,,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
20965777,2019/03/03 9:55 AM PST,2019-03-03,2019-03-03 17:55:00 UTC,Pacific Time (US & Canada),28,tiwane,2019-03-05 07:19:35 UTC,2019-03-13 14:55:21 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/20965777,https://static.inaturalist.org/photos/32371052/medium.jpg?1551770108,,"san diego county, anza-borrego state park, anza-borrego, desert",,2,0,false,,"Anza-Borrego Desert, San Diego, California, United States",33.30779,-116.21285,,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
20980811,Tue Mar 05 2019 11:05:29 GMT-0800 (PST),2019-03-05,2019-03-05 19:05:29 UTC,Pacific Time (US & Canada),169198,larry-heronema,2019-03-05 22:49:34 UTC,2019-03-07 23:52:19 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/20980811,https://static.inaturalist.org/photos/32399730/medium.jpg?1551826182,,"",,3,0,false,3,"92203, Indio, CA, US",33.7644666667,-116.19815,,,,false,,,,Riverside,California,United States,California,Riverside,Xeralictoides,Xeralictoides,,Insecta,700712,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
21001247,Wed Mar 06 2019 07:53:30 GMT-0800 (PST),2019-03-06,2019-03-06 15:53:30 UTC,Pacific Time (US & Canada),765157,susanmf,2019-03-06 18:20:35 UTC,2019-03-09 00:55:15 UTC,needs_id,,https://www.inaturalist.org/observations/21001247,https://static.inaturalist.org/photos/32435464/medium.jpg?1551896437,,"",,2,0,false,3,"92253, La Quinta, CA, US",33.6424528102,-116.3091942419,162,,,false,,,,Riverside,California,United States,California,Riverside,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
21001727,Wed Mar 06 2019 07:35:40 GMT-0800 (PST),2019-03-06,2019-03-06 15:35:40 UTC,Pacific Time (US & Canada),765157,susanmf,2019-03-06 18:41:39 UTC,2019-03-07 00:47:51 UTC,needs_id,,https://www.inaturalist.org/observations/21001727,https://static.inaturalist.org/photos/32436314/medium.jpg?1551897701,,"",,2,0,false,3,"92253, La Quinta, CA, US",33.6409243149,-116.3092733475,95,,,false,,,,Riverside,California,United States,California,Riverside,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
21063125,2019/03/03 2:19 PM PST,2019-03-03,2019-03-03 22:19:00 UTC,Pacific Time (US & Canada),172086,ekoberle,2019-03-08 21:38:57 UTC,2019-03-13 15:24:47 UTC,needs_id,,https://www.inaturalist.org/observations/21063125,https://static.inaturalist.org/photos/32542025/medium.jpg?1552080536,,"",Burrowing into sandy ledge.,2,0,false,,"San Diego County, CA, USA",33.3099766627,-116.211358388,15,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
21087108,2011/04/18 11:30 AM HST,2011-04-18,2011-04-18 21:30:00 UTC,Hawaii,264273,rob21,2019-03-09 19:09:44 UTC,2019-03-10 01:28:26 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/21087108,https://static.inaturalist.org/photos/32584650/medium.jpg?1552156993,,"",,2,0,false,,"Boy Scout Trail, Joshua Tree National Park, San Bernardino County, CA, USA",34.0605194984,-116.1778578254,405,,,false,,,,San Bernardino,California,United States,California,San Bernardino,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
21091036,2019-03-04 3:52:39 PM PST,2019-03-04,2019-03-04 23:52:39 UTC,Pacific Time (US & Canada),29074,marionanoiram,2019-03-09 21:30:11 UTC,2019-03-17 04:29:59 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21091036,https://static.inaturalist.org/photos/32592827/medium.jpeg?1552167016,,"",,2,0,false,2,"Co Hwy S22, Borrego Springs, CA 92004, USA",33.2977867126,-116.1856079102,,,,false,gps,gps,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
21092666,Sat Mar 09 2019 09:15:29 GMT-0800 (PST),2019-03-09,2019-03-09 17:15:29 UTC,Pacific Time (US & Canada),347600,rachall,2019-03-09 22:21:31 UTC,2019-03-13 14:54:15 UTC,needs_id,,https://www.inaturalist.org/observations/21092666,https://static.inaturalist.org/photos/32595604/medium.jpg?1552170095,,"",,2,0,false,3,"Anza-Borrego Desert State Park, Borrego Springs, CA, US",33.2798783333,-116.1468888333,8,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
21116121,Sat Mar 09 2019 16:01:40 GMT-0800 (PST),2019-03-09,2019-03-10 00:01:40 UTC,Pacific Time (US & Canada),16988,apatten,2019-03-10 17:01:08 UTC,2019-04-03 17:15:33 UTC,needs_id,CC-BY-ND,https://www.inaturalist.org/observations/21116121,https://static.inaturalist.org/photos/32636389/medium.jpg?1552237275,,"",,2,0,false,3,"Anza-Borrego Desert State Park, Borrego Springs, CA, US",33.2834133333,-116.1426611667,5,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
21131190,2019/03/07 12:23 PM UTC,2019-03-07,2019-03-07 12:23:00 UTC,UTC,81429,kmerrill,2019-03-11 00:43:59 UTC,2019-03-13 14:53:12 UTC,needs_id,,https://www.inaturalist.org/observations/21131190,https://static.inaturalist.org/photos/32661724/medium.jpeg?1552265009,,"",in desert sunflower,2,0,false,,"San Diego County, CA, USA",33.3404361111,-116.3671027778,5,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
21166369,Mon Mar 11 2019 09:33:19 GMT-0700 (PDT),2019-03-11,2019-03-11 16:33:19 UTC,Pacific Time (US & Canada),553242,cintylee,2019-03-12 02:15:28 UTC,2019-03-12 07:47:57 UTC,needs_id,,https://www.inaturalist.org/observations/21166369,https://static.inaturalist.org/photos/32716683/medium.jpg?1552356929,,"",,2,0,false,3,"Crater Rd, Amboy, CA, US",34.5566166667,-115.7813033333,,,,false,,,,San Bernardino,California,United States,California,San Bernardino,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
21168064,Tue Mar 05 2019 17:59:39 GMT-0700 (GMT-7),2019-03-05,2019-03-06 00:59:39 UTC,Arizona,746470,desertraton,2019-03-12 03:35:08 UTC,2019-03-12 13:24:11 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21168064,https://static.inaturalist.org/photos/32719627/medium.jpg?1552361760,,"",,2,0,false,3,"San Luis Río Colorado, MX-SO, MX",32.0540695,-114.2705616667,16,,,false,,,,,Sonora,Mexico,Sonora,San Luis Río Colorado,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
21168519,Sun Mar 10 2019 16:39:38 GMT-0700 (PDT),2019-03-10,2019-03-10 23:39:38 UTC,Pacific Time (US & Canada),529643,socaloutdoors,2019-03-12 03:57:14 UTC,2019-03-13 14:51:37 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21168519,https://static.inaturalist.org/photos/32720271/medium.jpg?1552363040,,"",,2,0,false,3,"Anza-Borrego Desert State Park, Borrego Springs, CA, US",33.3064166667,-116.2140366667,5,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
21195133,2019/03/12 4:24 PM PDT,2019-03-12,2019-03-12 23:24:00 UTC,Pacific Time (US & Canada),61883,cae1,2019-03-13 03:31:00 UTC,2019-03-13 09:41:35 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21195133,https://static.inaturalist.org/photos/32761915/medium.jpeg?1552447821,,"",,2,0,false,,"Palm Desert, CA, USA",33.7636326822,-116.3648678734,180,,,false,,,,Riverside,California,United States,California,Riverside,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
21198040,Sun Mar 10 2019 13:41:56 GMT-0700 (PDT),2019-03-10,2019-03-10 20:41:56 UTC,Pacific Time (US & Canada),528056,spifferella,2019-03-13 05:46:01 UTC,2020-01-25 20:42:42 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21198040,https://static.inaturalist.org/photos/32766618/medium.jpg?1552455970,,"",,2,0,false,3,"Anza-Borrego Desert State Park, Julian, CA, US",33.0224833333,-116.1096111667,5,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
21198473,2019/03/12 11:46 AM PDT,2019-03-12,2019-03-12 18:46:00 UTC,Pacific Time (US & Canada),724795,jim_carretta,2019-03-13 06:21:14 UTC,2019-03-13 14:48:42 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21198473,https://static.inaturalist.org/photos/32767222/medium.jpeg?1552457990,,"",,2,0,false,,Borrego Spr Road,33.1645261507,-116.2540984361,743,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
21219754,2019/03/09 9:45 AM PST,2019-03-09,2019-03-09 17:45:00 UTC,Pacific Time (US & Canada),10285,finatic,2019-03-14 01:11:21 UTC,2019-03-14 04:00:10 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21219754,https://static.inaturalist.org/photos/32801247/medium.jpg?1552525495,,Bees (Family Apidae),"San Diego County, California, US",2,0,false,,Borrego Badlands,33.2818683333,-116.14905,,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
21219769,2019/03/09 10:06 AM PST,2019-03-09,2019-03-09 18:06:00 UTC,Pacific Time (US & Canada),10285,finatic,2019-03-14 01:11:35 UTC,2019-03-20 02:17:13 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21219769,https://static.inaturalist.org/photos/32801343/medium.jpg?1552525641,,Bees (Family Apidae),"San Diego County, California, US",2,0,false,,Borrego Badlands,33.2926666667,-116.147215,,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
21221138,2019/03/09 11:31 AM PST,2019-03-09,2019-03-09 19:31:00 UTC,Pacific Time (US & Canada),10285,finatic,2019-03-14 02:08:47 UTC,2019-03-14 04:01:30 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21221138,https://static.inaturalist.org/photos/32803696/medium.jpg?1552528876,,Bees (Family Apidae),"San Diego County, California, US",2,0,false,,S22 (San Diego County),33.2959,-116.18158,,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
21221153,2019/03/09 10:51 AM PST,2019-03-09,2019-03-09 18:51:00 UTC,Pacific Time (US & Canada),10285,finatic,2019-03-14 02:09:03 UTC,2019-03-14 04:01:25 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21221153,https://static.inaturalist.org/photos/32803817/medium.jpg?1552529005,,Bees (Family Apidae),"San Diego County, California, US",2,0,false,,S22 (San Diego County),33.2885183333,-116.1639183333,,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
21231763,2019-03-09 11:48:04 AM PST,2019-03-09,2019-03-09 19:48:04 UTC,Pacific Time (US & Canada),34488,pileated,2019-03-14 16:00:19 UTC,2019-03-16 15:31:00 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21231763,https://static.inaturalist.org/photos/32822040/medium.jpg?1552579223,,"",,2,0,false,2,"W Truckhaven Trail, Borrego Springs, CA 92004, USA",33.3062528859,-116.2093730271,352,,,false,gps,gps,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
21241173,2019-03-09 7:37:50 AM PST,2019-03-09,,Pacific Time (US & Canada),34488,pileated,2019-03-14 22:03:34 UTC,2019-03-16 15:30:08 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21241173,https://static.inaturalist.org/photos/32838615/medium.jpg?1552601016,,"",Add to pollinators project,2,0,false,2,"Co Hwy S22, Borrego Springs, CA 92004, USA",33.2809258576,-116.1476325989,176,,,false,gps,gps,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
21245789,Thu Mar 14 2019 11:29:16 GMT-0700 (PDT),2019-03-14,2019-03-14 18:29:16 UTC,Pacific Time (US & Canada),214574,jprado,2019-03-15 00:58:37 UTC,2020-01-06 18:28:42 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21245789,https://static.inaturalist.org/photos/32846471/medium.jpg?1552611519,,"",,2,0,false,3,"Coachella Valley National Wildlife Refuge, Palm Desert, CA, US",33.7869333333,-116.3378,5,,,false,,,,Riverside,California,United States,California,Riverside,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
21250227,Thu Mar 14 2019 09:59:57 GMT-0700 (PDT),2019-03-14,2019-03-14 16:59:57 UTC,Pacific Time (US & Canada),994233,bonnienickel,2019-03-15 04:30:34 UTC,2019-04-23 01:58:16 UTC,needs_id,CC-BY-ND,https://www.inaturalist.org/observations/21250227,https://static.inaturalist.org/photos/32854393/medium.jpg?1552624242,,"",,1,0,false,3,"Anza-Borrego Desert State Park, Borrego Springs, CA, US",33.2742166667,-116.1658945,5,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
